id,name,price,stockQuantity
P0666,Sản phẩm 666,58549.36,472
P0667,Sản phẩm 667,28316.13,171
P0668,Sản phẩm 668,65239.13,354
P0669,Sản phẩm 669,19960.44,229
P0670,Sản phẩm 670,69516.95,240
P0671,Sản phẩm 671,14371.53,70
P0672,Sản phẩm 672,2891.83,455
P0673,Sản phẩm 673,97095.21,447
P0674,Sản phẩm 674,73699.27,30
P0675,Sản phẩm 675,10207.23,147
P0676,Sản phẩm 676,27521.49,132
P0677,Sản phẩm 677,5168.52,183
P0678,Sản phẩm 678,13100.49,338
P0679,Sản phẩm 679,41009.66,333
P0680,Sản phẩm 680,1927.5,421
P0681,Sản phẩm 681,62621.2,47
P0682,Sản phẩm 682,3178.64,406
P0683,Sản phẩm 683,86969.78,383
P0684,Sản phẩm 684,72525.93,2
P0685,Sản phẩm 685,71598.74,244
P0686,Sản phẩm 686,4920.31,75
P0687,Sản phẩm 687,41839.85,297
P0688,Sản phẩm 688,2882.37,88
P0689,Sản phẩm 689,6439.34,489
P0690,Sản phẩm 690,58191.9,453
P0691,Sản phẩm 691,70838.01,390
P0692,Sản phẩm 692,61406.55,479
P0693,Sản phẩm 693,3224.76,94
P0694,Sản phẩm 694,52616.84,401
P0695,Sản phẩm 695,30408.49,182
P0696,Sản phẩm 696,6333.41,383
P0697,Sản phẩm 697,61305.05,71
P0698,Sản phẩm 698,49197.41,388
P0699,Sản phẩm 699,66648.96,114
P0700,Sản phẩm 700,77324.22,131
P0701,Sản phẩm 701,14634.13,267
P0702,Sản phẩm 702,62920.07,458
P0703,Sản phẩm 703,69546.24,202
P0704,Sản phẩm 704,58033.36,185
P0705,Sản phẩm 705,77194.34,234
P0706,Sản phẩm 706,59023.68,351
P0707,Sản phẩm 707,38336.65,298
P0708,Sản phẩm 708,73680.09,407
P0709,Sản phẩm 709,29440.12,245
P0710,Sản phẩm 710,99282.3,403
P0711,Sản phẩm 711,10956.06,42
P0712,Sản phẩm 712,90848.67,56
P0713,Sản phẩm 713,67358.5,146
P0714,Sản phẩm 714,28653.65,292
P0715,Sản phẩm 715,15148.31,277
P0716,Sản phẩm 716,62229.05,407
P0717,Sản phẩm 717,99949.02,140
P0718,Sản phẩm 718,40922.57,53
P0719,Sản phẩm 719,5599.6,414
P0720,Sản phẩm 720,96197.19,447
P0721,Sản phẩm 721,5813.76,307
P0722,Sản phẩm 722,52535.36,296
P0723,Sản phẩm 723,62762.61,102
P0724,Sản phẩm 724,46243.7,298
P0725,Sản phẩm 725,38583.33,57
P0726,Sản phẩm 726,60670.6,332
P0727,Sản phẩm 727,33062.22,176
P0728,Sản phẩm 728,49110.48,88
P0729,Sản phẩm 729,44816.24,411
P0730,Sản phẩm 730,38753.07,317
P0731,Sản phẩm 731,95987.62,35
P0732,Sản phẩm 732,13818.43,428
P0733,Sản phẩm 733,45638.75,114
P0734,Sản phẩm 734,32882.2,268
P0735,Sản phẩm 735,90344.36,241
P0736,Sản phẩm 736,84461.56,96
P0737,Sản phẩm 737,13637.02,249
P0738,Sản phẩm 738,2029.82,479
P0739,Sản phẩm 739,32811.5,193
P0740,Sản phẩm 740,99666.41,260
P0741,Sản phẩm 741,32671.88,404
P0742,Sản phẩm 742,39479.16,25
P0743,Sản phẩm 743,29772.01,100
P0744,Sản phẩm 744,70273.64,156
P0745,Sản phẩm 745,68675.84,406
P0746,Sản phẩm 746,3961.21,71
P0747,Sản phẩm 747,1079.61,369
P0748,Sản phẩm 748,49591.95,42
P0749,Sản phẩm 749,78453.59,15
P0750,Sản phẩm 750,2652.14,173
P0751,Sản phẩm 751,58439.3,494
P0752,Sản phẩm 752,50667.64,413
P0753,Sản phẩm 753,11050.81,44
P0754,Sản phẩm 754,9550.02,50
P0755,Sản phẩm 755,16502.12,491
P0756,Sản phẩm 756,55692.79,75
P0757,Sản phẩm 757,13463.74,480
P0758,Sản phẩm 758,77808.55,77
P0759,Sản phẩm 759,95420.88,217
P0760,Sản phẩm 760,38177.97,34
P0761,Sản phẩm 761,47927.46,51
P0762,Sản phẩm 762,66652.59,491
P0763,Sản phẩm 763,38744.81,282
P0764,Sản phẩm 764,49371.12,303
P0765,Sản phẩm 765,55627.34,94
P0766,Sản phẩm 766,57901.69,285
P0767,Sản phẩm 767,71182.98,131
P0768,Sản phẩm 768,58005.77,409
P0769,Sản phẩm 769,50387.0,416
P0770,Sản phẩm 770,41864.06,205
P0771,Sản phẩm 771,39987.58,442
P0772,Sản phẩm 772,48783.57,387
P0773,Sản phẩm 773,56025.77,427
P0774,Sản phẩm 774,99598.67,371
P0775,Sản phẩm 775,95459.65,7
P0776,Sản phẩm 776,25639.12,366
P0777,Sản phẩm 777,81569.26,417
P0778,Sản phẩm 778,78870.76,294
P0779,Sản phẩm 779,94917.09,333
P0780,Sản phẩm 780,72924.81,430
P0781,Sản phẩm 781,52321.81,361
P0782,Sản phẩm 782,97806.41,437
P0783,Sản phẩm 783,60979.07,267
P0784,Sản phẩm 784,78531.23,438
P0785,Sản phẩm 785,35557.69,500
P0786,Sản phẩm 786,32929.92,58
P0787,Sản phẩm 787,28849.22,365
P0788,Sản phẩm 788,57028.04,72
P0789,Sản phẩm 789,2245.91,246
P0790,Sản phẩm 790,35841.51,448
P0791,Sản phẩm 791,96222.29,412
P0792,Sản phẩm 792,23675.98,484
P0793,Sản phẩm 793,40163.35,370
P0794,Sản phẩm 794,5641.29,368
P0795,Sản phẩm 795,66859.59,377
P0796,Sản phẩm 796,29620.16,310
P0797,Sản phẩm 797,14085.28,415
P0798,Sản phẩm 798,97284.66,134
P0799,Sản phẩm 799,65580.93,319
P0800,Sản phẩm 800,59553.03,381
P0801,Sản phẩm 801,80635.96,235
P0802,Sản phẩm 802,36018.98,455
P0803,Sản phẩm 803,68636.39,321
P0804,Sản phẩm 804,21024.02,419
P0805,Sản phẩm 805,2375.88,375
P0806,Sản phẩm 806,90880.8,398
P0807,Sản phẩm 807,63045.2,398
P0808,Sản phẩm 808,42721.7,356
P0809,Sản phẩm 809,98228.58,276
P0810,Sản phẩm 810,21699.0,222
P0811,Sản phẩm 811,96314.28,78
P0812,Sản phẩm 812,30105.05,103
P0813,Sản phẩm 813,17077.82,442
P0814,Sản phẩm 814,22871.76,267
P0815,Sản phẩm 815,25715.97,246
P0816,Sản phẩm 816,75908.28,133
P0817,Sản phẩm 817,37557.37,491
P0818,Sản phẩm 818,35136.81,290
P0819,Sản phẩm 819,38373.17,399
P0820,Sản phẩm 820,25472.64,453
P0821,Sản phẩm 821,24376.01,271
P0822,Sản phẩm 822,27879.64,193
P0823,Sản phẩm 823,42793.06,67
P0824,Sản phẩm 824,94704.35,162
P0825,Sản phẩm 825,7023.49,260
P0826,Sản phẩm 826,48267.61,439
P0827,Sản phẩm 827,61810.6,127
P0828,Sản phẩm 828,89398.99,331
P0829,Sản phẩm 829,26519.91,64
P0830,Sản phẩm 830,30297.41,350
P0831,Sản phẩm 831,40407.35,131
P0832,Sản phẩm 832,34409.63,460
P0833,Sản phẩm 833,97595.05,97
P0834,Sản phẩm 834,67047.91,131
P0835,Sản phẩm 835,85143.76,33
P0836,Sản phẩm 836,95516.57,173
P0837,Sản phẩm 837,83493.37,316
P0838,Sản phẩm 838,69602.33,472
P0839,Sản phẩm 839,80163.05,494
P0840,Sản phẩm 840,45598.52,495
P0841,Sản phẩm 841,1459.12,378
P0842,Sản phẩm 842,32270.52,205
P0843,Sản phẩm 843,63023.93,467
P0844,Sản phẩm 844,43080.69,84
P0845,Sản phẩm 845,52988.38,34
P0846,Sản phẩm 846,64707.37,125
P0847,Sản phẩm 847,89976.95,492
P0848,Sản phẩm 848,99933.63,56
P0849,Sản phẩm 849,25017.72,79
P0850,Sản phẩm 850,8969.83,101
P0851,Sản phẩm 851,19443.74,11
P0852,Sản phẩm 852,57361.93,457
P0853,Sản phẩm 853,12694.39,146
P0854,Sản phẩm 854,52410.59,232
P0855,Sản phẩm 855,72451.68,100
P0856,Sản phẩm 856,48284.02,238
P0857,Sản phẩm 857,54691.85,448
P0858,Sản phẩm 858,98696.97,167
P0859,Sản phẩm 859,52304.16,397
P0860,Sản phẩm 860,31935.56,277
P0861,Sản phẩm 861,94707.05,63
P0862,Sản phẩm 862,81876.28,4
P0863,Sản phẩm 863,76746.02,18
P0864,Sản phẩm 864,30586.11,100
P0865,Sản phẩm 865,7307.12,365
P0866,Sản phẩm 866,98595.08,473
P0867,Sản phẩm 867,20597.99,126
P0868,Sản phẩm 868,23981.43,28
P0869,Sản phẩm 869,39972.41,417
P0870,Sản phẩm 870,42805.27,68
P0871,Sản phẩm 871,82591.79,382
P0872,Sản phẩm 872,8240.1,146
P0873,Sản phẩm 873,24673.62,296
P0874,Sản phẩm 874,91395.86,272
P0875,Sản phẩm 875,55624.22,142
P0876,Sản phẩm 876,92457.55,178
P0877,Sản phẩm 877,59925.49,429
P0878,Sản phẩm 878,20799.81,386
P0879,Sản phẩm 879,84713.83,159
P0880,Sản phẩm 880,7861.9,256
P0881,Sản phẩm 881,91944.02,40
P0882,Sản phẩm 882,1439.2,216
P0883,Sản phẩm 883,19555.54,21
P0884,Sản phẩm 884,47584.75,419
P0885,Sản phẩm 885,22131.03,72
P0886,Sản phẩm 886,55665.53,221
P0887,Sản phẩm 887,24401.07,25
P0888,Sản phẩm 888,65872.88,17
P0889,Sản phẩm 889,43697.44,428
P0890,Sản phẩm 890,89079.56,397
P0891,Sản phẩm 891,76123.17,213
P0892,Sản phẩm 892,11683.92,277
P0893,Sản phẩm 893,75336.09,115
P0894,Sản phẩm 894,44355.68,445
P0895,Sản phẩm 895,48682.08,191
P0896,Sản phẩm 896,16024.77,396
P0897,Sản phẩm 897,44195.4,429
P0898,Sản phẩm 898,95298.53,84
P0899,Sản phẩm 899,69223.63,124
P0900,Sản phẩm 900,92228.58,97
P0901,Sản phẩm 901,34098.53,45
P0902,Sản phẩm 902,73436.55,460
P0903,Sản phẩm 903,49641.78,115
P0904,Sản phẩm 904,33569.47,101
P0905,Sản phẩm 905,93911.53,300
P0906,Sản phẩm 906,24920.88,472
P0907,Sản phẩm 907,60960.29,143
P0908,Sản phẩm 908,57518.46,147
P0909,Sản phẩm 909,31139.18,1
P0910,Sản phẩm 910,66072.76,190
P0911,Sản phẩm 911,37218.63,1
P0912,Sản phẩm 912,60750.01,491
P0913,Sản phẩm 913,45802.81,499
P0914,Sản phẩm 914,20619.2,447
P0915,Sản phẩm 915,2483.21,177
P0916,Sản phẩm 916,19140.04,49
P0917,Sản phẩm 917,88601.03,231
P0918,Sản phẩm 918,73731.03,484
P0919,Sản phẩm 919,42486.4,239
P0920,Sản phẩm 920,34743.23,335
P0921,Sản phẩm 921,85824.03,440
P0922,Sản phẩm 922,70426.14,251
P0923,Sản phẩm 923,57060.71,93
P0924,Sản phẩm 924,2196.89,441
P0925,Sản phẩm 925,12179.64,369
P0926,Sản phẩm 926,85988.79,97
P0927,Sản phẩm 927,89292.52,500
P0928,Sản phẩm 928,52817.71,259
P0929,Sản phẩm 929,7909.71,177
P0930,Sản phẩm 930,30860.36,372
P0931,Sản phẩm 931,9735.09,194
P0932,Sản phẩm 932,71057.54,476
P0933,Sản phẩm 933,3565.06,347
P0934,Sản phẩm 934,39863.71,398
P0935,Sản phẩm 935,61004.94,397
P0936,Sản phẩm 936,70490.03,52
P0937,Sản phẩm 937,40554.65,500
P0938,Sản phẩm 938,40176.75,431
P0939,Sản phẩm 939,26087.03,84
P0940,Sản phẩm 940,68711.68,238
P0941,Sản phẩm 941,42356.49,463
P0942,Sản phẩm 942,15071.82,135
P0943,Sản phẩm 943,94267.67,338
P0944,Sản phẩm 944,49377.11,498
P0945,Sản phẩm 945,18679.95,453
P0946,Sản phẩm 946,15183.46,131
P0947,Sản phẩm 947,80434.2,475
P0948,Sản phẩm 948,23275.8,311
P0949,Sản phẩm 949,88268.23,206
P0950,Sản phẩm 950,83618.27,286
P0951,Sản phẩm 951,14060.47,333
P0952,Sản phẩm 952,68979.92,195
P0953,Sản phẩm 953,72867.08,180
P0954,Sản phẩm 954,23832.09,129
P0955,Sản phẩm 955,54309.83,221
P0956,Sản phẩm 956,84386.96,178
P0957,Sản phẩm 957,82785.56,24
P0958,Sản phẩm 958,75690.89,448
P0959,Sản phẩm 959,30294.14,130
P0960,Sản phẩm 960,92689.44,80
P0961,Sản phẩm 961,87064.57,169
P0962,Sản phẩm 962,9371.2,379
P0963,Sản phẩm 963,96367.04,380
P0964,Sản phẩm 964,50676.41,280
P0965,Sản phẩm 965,59831.36,482
P0966,Sản phẩm 966,3293.23,355
P0967,Sản phẩm 967,89045.01,225
P0968,Sản phẩm 968,32641.14,369
P0969,Sản phẩm 969,87514.51,225
P0970,Sản phẩm 970,89734.72,215
P0971,Sản phẩm 971,67902.19,115
P0972,Sản phẩm 972,86558.77,6
P0973,Sản phẩm 973,70175.58,265
P0974,Sản phẩm 974,96611.16,280
P0975,Sản phẩm 975,16159.16,144
P0976,Sản phẩm 976,9157.42,266
P0977,Sản phẩm 977,24042.47,330
P0978,Sản phẩm 978,71347.56,342
P0979,Sản phẩm 979,43420.84,141
P0980,Sản phẩm 980,72308.0,207
P0981,Sản phẩm 981,63218.09,258
P0982,Sản phẩm 982,46133.02,479
P0983,Sản phẩm 983,32760.73,193
P0984,Sản phẩm 984,7928.5,498
P0985,Sản phẩm 985,62593.54,124
P0986,Sản phẩm 986,61966.16,206
P0987,Sản phẩm 987,56306.48,150
P0988,Sản phẩm 988,21417.83,378
P0989,Sản phẩm 989,26234.47,158
P0990,Sản phẩm 990,34458.42,318
P0991,Sản phẩm 991,21253.84,207
P0992,Sản phẩm 992,72812.38,478
P0993,Sản phẩm 993,11763.19,449
P0994,Sản phẩm 994,22438.47,160
P0995,Sản phẩm 995,86320.11,203
P0996,Sản phẩm 996,92524.76,343
P0997,Sản phẩm 997,17271.31,10
P0998,Sản phẩm 998,62738.95,437
P0999,Sản phẩm 999,69000.88,87
P1000,Sản phẩm 1000,82210.62,388
P1001,Sản phẩm 1001,96673.78,203
P1002,Sản phẩm 1002,92953.07,232
P1003,Sản phẩm 1003,14823.71,357
P1004,Sản phẩm 1004,32744.37,193
P1005,Sản phẩm 1005,75022.8,438
P1006,Sản phẩm 1006,4319.03,366
P1007,Sản phẩm 1007,56813.15,302
P1008,Sản phẩm 1008,17146.8,270
P1009,Sản phẩm 1009,85272.15,22
P1010,Sản phẩm 1010,83940.36,224
P1011,Sản phẩm 1011,71837.37,455
P1012,Sản phẩm 1012,77907.78,347
P1013,Sản phẩm 1013,84050.88,82
P1014,Sản phẩm 1014,38019.32,158
P1015,Sản phẩm 1015,59337.54,384
P1016,Sản phẩm 1016,41992.17,16
P1017,Sản phẩm 1017,53352.59,467
P1018,Sản phẩm 1018,6006.19,252
P1019,Sản phẩm 1019,6974.93,131
P1020,Sản phẩm 1020,18370.1,121
P1021,Sản phẩm 1021,81982.11,257
P1022,Sản phẩm 1022,28001.89,497
P1023,Sản phẩm 1023,18398.84,265
P1024,Sản phẩm 1024,28203.09,69
P1025,Sản phẩm 1025,40487.62,353
P1026,Sản phẩm 1026,84048.87,232
P1027,Sản phẩm 1027,47689.59,429
P1028,Sản phẩm 1028,4992.19,358
P1029,Sản phẩm 1029,34010.49,481
P1030,Sản phẩm 1030,38697.3,201
P1031,Sản phẩm 1031,52495.85,114
P1032,Sản phẩm 1032,11645.76,64
P1033,Sản phẩm 1033,14719.81,72
P1034,Sản phẩm 1034,87963.26,149
P1035,Sản phẩm 1035,12557.02,82
P1036,Sản phẩm 1036,44923.82,286
P1037,Sản phẩm 1037,77479.55,281
P1038,Sản phẩm 1038,7543.27,279
P1039,Sản phẩm 1039,84791.08,454
P1040,Sản phẩm 1040,21081.0,82
P1041,Sản phẩm 1041,85913.85,136
P1042,Sản phẩm 1042,34553.22,23
P1043,Sản phẩm 1043,10984.67,89
P1044,Sản phẩm 1044,34723.48,397
P1045,Sản phẩm 1045,25091.94,251
P1046,Sản phẩm 1046,67872.89,416
P1047,Sản phẩm 1047,17633.98,487
P1048,Sản phẩm 1048,53265.83,21
P1049,Sản phẩm 1049,33927.74,494
P1050,Sản phẩm 1050,79227.68,486
P1051,Sản phẩm 1051,3612.47,82
P1052,Sản phẩm 1052,37686.9,57
P1053,Sản phẩm 1053,99091.03,270
P1054,Sản phẩm 1054,86127.04,27
P1055,Sản phẩm 1055,72967.32,420
P1056,Sản phẩm 1056,35944.73,151
P1057,Sản phẩm 1057,76464.4,170
P1058,Sản phẩm 1058,67775.57,376
P1059,Sản phẩm 1059,28515.0,84
P1060,Sản phẩm 1060,13443.97,474
P1061,Sản phẩm 1061,59330.98,164
P1062,Sản phẩm 1062,74101.93,50
P1063,Sản phẩm 1063,89189.11,224
P1064,Sản phẩm 1064,1713.74,236
P1065,Sản phẩm 1065,32124.23,23
P1066,Sản phẩm 1066,90254.24,192
P1067,Sản phẩm 1067,34694.6,426
P1068,Sản phẩm 1068,37112.63,79
P1069,Sản phẩm 1069,32727.36,279
P1070,Sản phẩm 1070,19317.2,21
P1071,Sản phẩm 1071,61226.16,72
P1072,Sản phẩm 1072,46379.88,3
P1073,Sản phẩm 1073,37737.41,155
P1074,Sản phẩm 1074,17419.42,355
P1075,Sản phẩm 1075,92427.55,312
P1076,Sản phẩm 1076,62940.36,481
P1077,Sản phẩm 1077,58390.03,497
P1078,Sản phẩm 1078,30747.45,297
P1079,Sản phẩm 1079,51669.69,126
P1080,Sản phẩm 1080,94039.94,371
P1081,Sản phẩm 1081,97534.78,260
P1082,Sản phẩm 1082,11661.45,451
P1083,Sản phẩm 1083,13752.21,143
P1084,Sản phẩm 1084,47330.02,223
P1085,Sản phẩm 1085,23503.19,232
P1086,Sản phẩm 1086,32993.76,154
P1087,Sản phẩm 1087,57682.04,263
P1088,Sản phẩm 1088,47359.43,427
P1089,Sản phẩm 1089,6369.61,8
P1090,Sản phẩm 1090,44657.56,43
P1091,Sản phẩm 1091,78932.57,387
P1092,Sản phẩm 1092,78533.98,4
P1093,Sản phẩm 1093,57964.99,447
P1094,Sản phẩm 1094,92816.07,230
P1095,Sản phẩm 1095,46099.83,400
P1096,Sản phẩm 1096,17865.53,99
P1097,Sản phẩm 1097,74312.68,169
P1098,Sản phẩm 1098,77954.19,431
P1099,Sản phẩm 1099,72591.62,349
P1100,Sản phẩm 1100,36890.01,495
P1101,Sản phẩm 1101,91593.25,283
P1102,Sản phẩm 1102,22356.28,402
P1103,Sản phẩm 1103,51868.22,180
P1104,Sản phẩm 1104,38345.59,281
P1105,Sản phẩm 1105,67650.32,172
P1106,Sản phẩm 1106,46529.33,43
P1107,Sản phẩm 1107,25083.24,167
P1108,Sản phẩm 1108,86380.76,128
P1109,Sản phẩm 1109,99751.11,133
P1110,Sản phẩm 1110,60425.14,344
P1111,Sản phẩm 1111,58208.19,233
P1112,Sản phẩm 1112,17438.29,324
P1113,Sản phẩm 1113,88779.69,30
P1114,Sản phẩm 1114,96595.99,41
P1115,Sản phẩm 1115,49069.97,84
P1116,Sản phẩm 1116,50388.23,90
P1117,Sản phẩm 1117,99822.62,400
P1118,Sản phẩm 1118,59307.33,18
P1119,Sản phẩm 1119,79324.85,411
P1120,Sản phẩm 1120,10490.48,345
P1121,Sản phẩm 1121,60591.93,184
P1122,Sản phẩm 1122,65565.42,233
P1123,Sản phẩm 1123,7105.87,401
P1124,Sản phẩm 1124,13489.85,173
P1125,Sản phẩm 1125,81234.0,94
P1126,Sản phẩm 1126,18289.86,291
P1127,Sản phẩm 1127,56899.72,436
P1128,Sản phẩm 1128,24173.26,141
P1129,Sản phẩm 1129,87667.58,453
P1130,Sản phẩm 1130,54105.39,305
P1131,Sản phẩm 1131,42099.58,276
P1132,Sản phẩm 1132,70711.31,498
P1133,Sản phẩm 1133,44047.24,111
P1134,Sản phẩm 1134,33742.5,350
P1135,Sản phẩm 1135,8172.53,1
P1136,Sản phẩm 1136,40805.16,189
P1137,Sản phẩm 1137,76087.01,216
P1138,Sản phẩm 1138,30719.96,29
P1139,Sản phẩm 1139,94899.37,245
P1140,Sản phẩm 1140,64341.77,283
P1141,Sản phẩm 1141,59241.44,235
P1142,Sản phẩm 1142,20405.75,3
P1143,Sản phẩm 1143,20529.67,264
P1144,Sản phẩm 1144,43062.06,290
P1145,Sản phẩm 1145,30114.47,344
P1146,Sản phẩm 1146,89594.62,221
P1147,Sản phẩm 1147,60121.53,210
P1148,Sản phẩm 1148,73904.92,42
P1149,Sản phẩm 1149,86406.56,105
P1150,Sản phẩm 1150,53795.69,340
P1151,Sản phẩm 1151,89803.46,402
P1152,Sản phẩm 1152,26673.46,55
P1153,Sản phẩm 1153,67639.45,292
P1154,Sản phẩm 1154,99427.29,14
P1155,Sản phẩm 1155,28360.9,392
P1156,Sản phẩm 1156,17199.44,462
P1157,Sản phẩm 1157,46868.94,113
P1158,Sản phẩm 1158,63150.09,311
P1159,Sản phẩm 1159,65798.94,67
P1160,Sản phẩm 1160,15192.63,39
P1161,Sản phẩm 1161,45425.38,402
P1162,Sản phẩm 1162,29809.23,302
P1163,Sản phẩm 1163,70149.15,73
P1164,Sản phẩm 1164,49664.58,388
P1165,Sản phẩm 1165,95213.59,336
P1166,Sản phẩm 1166,15086.54,17
P1167,Sản phẩm 1167,65250.12,413
P1168,Sản phẩm 1168,60179.49,379
P1169,Sản phẩm 1169,32550.71,273
P1170,Sản phẩm 1170,14936.87,388
P1171,Sản phẩm 1171,3427.16,440
P1172,Sản phẩm 1172,57314.55,126
P1173,Sản phẩm 1173,35475.44,158
P1174,Sản phẩm 1174,35920.95,488
P1175,Sản phẩm 1175,32818.76,303
P1176,Sản phẩm 1176,35275.54,187
P1177,Sản phẩm 1177,7821.89,88
P1178,Sản phẩm 1178,2980.36,137
P1179,Sản phẩm 1179,30647.13,340
P1180,Sản phẩm 1180,97869.19,275
P1181,Sản phẩm 1181,15040.7,464
P1182,Sản phẩm 1182,32698.11,59
P1183,Sản phẩm 1183,3922.28,253
P1184,Sản phẩm 1184,30168.5,447
P1185,Sản phẩm 1185,10711.66,264
P1186,Sản phẩm 1186,59789.84,395
P1187,Sản phẩm 1187,11425.64,247
P1188,Sản phẩm 1188,41991.15,442
P1189,Sản phẩm 1189,30023.02,210
P1190,Sản phẩm 1190,41432.35,472
P1191,Sản phẩm 1191,78091.97,309
P1192,Sản phẩm 1192,77154.3,348
P1193,Sản phẩm 1193,27001.35,493
P1194,Sản phẩm 1194,9643.68,445
P1195,Sản phẩm 1195,2942.39,482
P1196,Sản phẩm 1196,66000.41,411
P1197,Sản phẩm 1197,82358.58,145
P1198,Sản phẩm 1198,14553.1,403
P1199,Sản phẩm 1199,45013.45,71
P1200,Sản phẩm 1200,83134.72,67
P1201,Sản phẩm 1201,89449.81,358
P1202,Sản phẩm 1202,5082.9,129
P1203,Sản phẩm 1203,77688.86,145
P1204,Sản phẩm 1204,15262.57,386
P1205,Sản phẩm 1205,31336.16,291
P1206,Sản phẩm 1206,55242.25,430
P1207,Sản phẩm 1207,25856.85,243
P1208,Sản phẩm 1208,11826.16,253
P1209,Sản phẩm 1209,93445.24,332
P1210,Sản phẩm 1210,82988.62,307
P1211,Sản phẩm 1211,96445.92,498
P1212,Sản phẩm 1212,12333.42,77
P1213,Sản phẩm 1213,15895.94,213
P1214,Sản phẩm 1214,91000.69,262
P1215,Sản phẩm 1215,42617.37,398
P1216,Sản phẩm 1216,78727.53,478
P1217,Sản phẩm 1217,83083.04,397
P1218,Sản phẩm 1218,53303.83,42
P1219,Sản phẩm 1219,51460.97,422
P1220,Sản phẩm 1220,43790.58,337
P1221,Sản phẩm 1221,9561.09,310
P1222,Sản phẩm 1222,99131.92,493
P1223,Sản phẩm 1223,6708.94,96
P1224,Sản phẩm 1224,80821.32,247
P1225,Sản phẩm 1225,84680.58,40
P1226,Sản phẩm 1226,77729.98,255
P1227,Sản phẩm 1227,55731.92,272
P1228,Sản phẩm 1228,4955.18,153
P1229,Sản phẩm 1229,85288.09,353
P1230,Sản phẩm 1230,53988.38,104
P1231,Sản phẩm 1231,71204.9,7
P1232,Sản phẩm 1232,34934.95,315
P1233,Sản phẩm 1233,53268.28,13
P1234,Sản phẩm 1234,42908.54,433
P1235,Sản phẩm 1235,87807.35,256
P1236,Sản phẩm 1236,80422.57,263
P1237,Sản phẩm 1237,1903.57,77
P1238,Sản phẩm 1238,54384.56,139
P1239,Sản phẩm 1239,59190.28,141
P1240,Sản phẩm 1240,55097.84,283
P1241,Sản phẩm 1241,61779.42,138
P1242,Sản phẩm 1242,72557.56,436
P1243,Sản phẩm 1243,33800.64,323
P1244,Sản phẩm 1244,57329.7,452
P1245,Sản phẩm 1245,19497.73,383
P1246,Sản phẩm 1246,85310.02,294
P1247,Sản phẩm 1247,44774.21,435
P1248,Sản phẩm 1248,77458.45,108
P1249,Sản phẩm 1249,21403.89,438
P1250,Sản phẩm 1250,52315.17,266
P1251,Sản phẩm 1251,49224.09,392
P1252,Sản phẩm 1252,46813.7,388
P1253,Sản phẩm 1253,38904.28,482
P1254,Sản phẩm 1254,19864.16,405
P1255,Sản phẩm 1255,61622.92,276
P1256,Sản phẩm 1256,22651.11,39
P1257,Sản phẩm 1257,36087.18,254
P1258,Sản phẩm 1258,71279.27,172
P1259,Sản phẩm 1259,83548.11,435
P1260,Sản phẩm 1260,50486.2,308
P1261,Sản phẩm 1261,70020.59,287
P1262,Sản phẩm 1262,31584.55,200
P1263,Sản phẩm 1263,79926.28,100
P1264,Sản phẩm 1264,95121.86,117
P1265,Sản phẩm 1265,48117.54,197
P1266,Sản phẩm 1266,53427.08,436
P1267,Sản phẩm 1267,4881.98,189
P1268,Sản phẩm 1268,36211.9,472
P1269,Sản phẩm 1269,29320.76,472
P1270,Sản phẩm 1270,72964.69,315
P1271,Sản phẩm 1271,82105.71,494
P1272,Sản phẩm 1272,76046.72,445
P1273,Sản phẩm 1273,2960.79,430
P1274,Sản phẩm 1274,3764.81,441
P1275,Sản phẩm 1275,77780.67,477
P1276,Sản phẩm 1276,85125.7,118
P1277,Sản phẩm 1277,62243.06,247
P1278,Sản phẩm 1278,35799.51,499
P1279,Sản phẩm 1279,35822.1,235
P1280,Sản phẩm 1280,61535.38,459
P1281,Sản phẩm 1281,6829.3,163
P1282,Sản phẩm 1282,52983.16,199
P1283,Sản phẩm 1283,5461.22,342
P1284,Sản phẩm 1284,12633.78,485
P1285,Sản phẩm 1285,46975.93,343
P1286,Sản phẩm 1286,40920.58,473
P1287,Sản phẩm 1287,73765.87,370
P1288,Sản phẩm 1288,92708.93,21
P1289,Sản phẩm 1289,13498.85,26
P1290,Sản phẩm 1290,89672.66,153
P1291,Sản phẩm 1291,98915.52,442
P1292,Sản phẩm 1292,28381.24,419
P1293,Sản phẩm 1293,57743.02,335
P1294,Sản phẩm 1294,51988.27,445
P1295,Sản phẩm 1295,96261.57,174
P1296,Sản phẩm 1296,6433.48,302
P1297,Sản phẩm 1297,10033.55,500
P1298,Sản phẩm 1298,97808.99,153
P1299,Sản phẩm 1299,95351.47,14
P1300,Sản phẩm 1300,24526.66,299
P1301,Sản phẩm 1301,87575.83,329
P1302,Sản phẩm 1302,44412.79,366
P1303,Sản phẩm 1303,46985.33,459
P1304,Sản phẩm 1304,73015.75,152
P1305,Sản phẩm 1305,25417.58,119
P1306,Sản phẩm 1306,68413.38,174
P1307,Sản phẩm 1307,99503.74,414
P1308,Sản phẩm 1308,26060.92,203
P1309,Sản phẩm 1309,96869.38,265
P1310,Sản phẩm 1310,41685.39,40
P1311,Sản phẩm 1311,68556.39,452
P1312,Sản phẩm 1312,46973.08,375
P1313,Sản phẩm 1313,2349.4,135
P1314,Sản phẩm 1314,98442.69,139
P1315,Sản phẩm 1315,11294.43,98
